Date,BHP,CBA,QBE,WSF,LEI,WOR,NAB,NCM,TLS,QAN,MQG,RIO,WPL,WOW,WES,ABND10Y,ADBR090,S&PCOMP,AUSTALL,USAUSTR
2011-07-08,44.95,51.77,17.71,15.6,21.75,27.73,25.12,38.573,3,2,31,84.35,40.545,27.509,31.98,0.0524,0.0497,1343.8,4716.032,1.0753
2011-07-15,42.89,49.02,16.69,15.6,20.86,28.53,23.4,40.044,2.99,1.84,29,81.36,38.547,27.083,30.37,0.0492,0.0489,1316.14,4542.688,1.0645
2011-07-22,43.43,50.52,17.33,15.6,22,28.98,25.22,39.796,3.06,1.91,30.06,82.5,39.167,27.568,31.21,0.0498,0.0495,1345.02,4674.053,1.0848
2011-07-29,41.42,49.27,16.4,15.6,21.11,27.51,24,39.329,2.99,1.845,27.57,80,37.74,26.677,29.32,0.048,0.0501,1292.28,4500.532,1.1003
2011-08-05,38.12,46.26,14.66,15.6,19.27,24.21,21.77,38.98,2.89,1.69,23.25,72,34.001,25.241,28,0.0449,0.0487,1199.38,4169.7,1.0446
2011-08-12,38.21,48.56,13.19,15.6,19.85,25.24,22.96,40.502,3.05,1.515,23.58,71.52,36.461,25.508,28.75,0.0443,0.0486,1178.81,4237.876,1.0355
2011-08-19,37.5,45.96,12.98,15.6,21.41,23.7,22.4,39.319,3.07,1.45,23.86,69.42,34.877,26.211,29.83,0.0423,0.048,1123.53,4171.9,1.04
2011-08-26,38.64,47.37,13.8,15.6,21,26.38,23.15,39.269,3.06,1.575,24.25,69.15,34.837,24.984,30.23,0.044,0.0485,1176.8,4271.05,1.0577
2011-09-02,39.04,47.52,13.91,15.6,19.71,26.83,23.51,38.881,3.04,1.63,25.15,72.05,34.365,25.003,30.28,0.0442,0.0481,1173.97,4321.545,1.0657
2011-09-09,37.91,47.41,13.15,15.6,18.74,25.85,23.32,39.637,3.04,1.585,23,71.25,33.479,25.132,30.85,0.0426,0.0488,1154.23,4277.364,1.0473
2011-09-16,38.23,45.58,13.02,15.6,18.29,26.91,22.86,37.897,3.06,1.59,22.51,71.27,33.705,24.389,30.73,0.0425,0.0478,1216.01,4229.876,1.0362
2011-09-23,34.55,43.33,12.04,15.6,17.32,25.04,21.01,35.898,3.06,1.445,20.71,62.65,30.871,24.33,29.85,0.0403,0.0477,1136.43,3978.472,0.9786
2011-09-30,35.02,45.55,12.88,15.6,18.68,26.3,22.37,33.889,3.1,1.41,22.87,61.8,31.964,24.617,31.59,0.0424,0.0478,1131.42,4070.09,0.9664
2011-10-07,37.2,46.25,13.85,15.6,20.35,26.87,23.76,35.56,3.03,1.495,24.06,66.4,34.522,24.389,31.32,0.0426,0.0472,1155.46,4224.974,0.9771
2011-10-14,36.86,47.5,13.9,15.6,20.27,27.16,24.28,36.296,3.07,1.56,24.21,68.3,34.473,24.251,31.64,0.0444,0.0476,1224.58,4268.967,1.0343
2011-10-21,35.7,47.55,13.77,15.6,20.56,27.8,24.32,33.114,3.14,1.485,22.53,62.57,32.849,23.825,31,0.045,0.0473,1238.25,4203.442,1.0376
2011-10-28,38.69,49.96,15.17,15.6,22.4,28.12,25.99,34.028,3.11,1.545,25.15,70.22,35.428,23.587,32.69,0.0455,0.0472,1285.08,4411.423,1.0701
2011-11-04,37.95,49.03,14.4,15.6,20.6,27.91,25.19,34.804,3.13,1.615,24,69.97,36.087,24.063,32.03,0.0432,0.0465,1253.23,4342.465,1.037
2011-11-11,37.8,49.59,14.34,15.6,20.18,27.22,24.58,36.693,3.14,1.615,23.58,69.39,35.703,24.587,33,0.0415,0.0466,1263.85,4358.559,1.0269
2011-11-18,36.13,47.73,14.11,15.6,20.15,26.66,23.46,35.649,3.14,1.66,23.24,67.05,34.394,24.36,32.09,0.0401,0.0461,1215.65,4246.678,1.0007
2011-11-25,34.05,45.39,13.09,15.6,19.4,25.51,21.82,33.42,3.12,1.455,21.38,61.95,32.83,23.993,30.66,0.0385,0.0459,1158.67,4057.587,0.9712
2011-12-02,36.65,49.55,14.29,15.6,21.3,27.38,24.55,35.95,3.2,1.605,24.37,66.32,33.125,25.221,32.41,0.04,0.0457,1244.28,4346.288,1.0212
2011-12-09,35.86,48.84,13.86,15.6,21.02,26.82,24.02,33.05,3.23,1.59,24.38,63.74,31.383,25.36,31.48,0.0381,0.0452,1255.19,4264.061,1.0216
2011-12-16,35.19,49.13,13.51,15.6,19.7,26.05,23.43,31.6,3.27,1.52,24.12,61.8,30.802,26.003,30.5,0.0379,0.0442,1219.66,4218.809,0.997
2011-12-23,35.15,49.81,13.25,15.6,19.63,26.16,23.7,31.44,3.32,1.5,24.1,61.84,31.029,25.251,30.29,0.038,0.0454,1265.33,4192.149,1.0149
2011-12-30,34.42,49.22,12.95,15.6,19.04,25.67,23.36,29.6,3.33,1.46,23.79,60.3,30.133,24.855,29.5,0.0373,0.0447,1257.6,4111.038,1.0216
2012-01-06,35.24,49.51,13.12,15.6,19.75,26.28,23.4,30.75,3.33,1.465,24.25,62.52,30.546,25.083,30.37,0.0387,0.0445,1277.81,4164.454,1.0229
2012-01-13,36.6,50.07,11,15.6,20.53,26.48,23.8,32.42,3.29,1.49,23.46,65.21,32.328,25.419,30.4,0.0389,0.0441,1289.09,4255.402,1.0324
2012-01-20,37.48,49.83,11.29,15.6,22.35,27.76,23.88,32.44,3.33,1.53,24.5,67.53,33.45,24.657,30.24,0.0388,0.0438,1315.38,4303.022,1.0486
2012-01-27,37.66,51.16,11.82,15.6,23.73,27.55,24.08,34.4,3.32,1.595,25.53,69.78,33.932,24.528,30.33,0.0388,0.0437,1316.33,4348.482,1.0651
2012-02-03,37.6,50.57,11.84,15.6,23.97,28.21,23.75,34.25,3.34,1.61,24.99,70.5,33.548,24.162,29.47,0.0377,0.0428,1344.9,4320.119,1.0771
2012-02-10,36.3,49.88,11.98,15.6,23.85,28.4,22.94,34.01,3.4,1.58,27.13,69.98,34.837,24.211,29.35,0.0405,0.0436,1342.64,4322.598,1.0676
2012-02-17,35.2,49.68,11.49,15.6,23.42,28.16,22.72,33.77,3.41,1.635,26.36,66.57,34.375,24.617,29.44,0.0411,0.0436,1361.23,4273.259,1.0704
2012-02-24,36.54,49.7,11.61,15.6,25.66,29.6,23.52,34.55,3.26,1.68,27.01,68.09,37.258,24.914,29.23,0.0415,0.0441,1365.74,4388.989,1.0695
2012-03-02,35.69,49.12,12.25,15.6,25.95,29.37,23.45,32.57,3.32,1.745,26.7,65.93,35.723,25.142,29.3,0.0416,0.0446,1369.63,4364.135,1.0732
2012-03-09,34.71,48.08,11.88,15.6,23.49,28.85,23.56,31.93,3.25,1.68,25.8,64.13,35.723,24.974,28.52,0.0407,0.0452,1370.87,4300.504,1.0577
2012-03-16,34.97,48.96,13.14,15.6,23.77,29.3,24.18,30.3,3.26,1.765,27.53,65.12,34.64,25.419,29.07,0.0428,0.0443,1404.17,4364.713,1.059
2012-03-23,34.4,49.16,14.4,15.6,23.12,29.86,24.35,29,3.24,1.73,28.77,63.7,34.808,24.667,28.84,0.0424,0.0445,1397.11,4360.717,1.0468
2012-03-30,34.61,50.1,14.17,15.6,21.32,28.63,24.6,29.68,3.29,1.785,29.08,65.4,34.257,25.726,30.02,0.0403,0.0428,1408.47,4419.971,1.0355
2012-04-06,34.44,50.06,14.1,15.6,21.11,29.29,24.78,28.05,3.35,1.67,28.71,65.29,34.621,25.449,29.94,0.0401,0.043,1398.08,4402.338,1.0309
2012-04-13,34.47,50.18,13.61,15.6,20.91,28.76,24.8,29.24,3.36,1.67,28.99,65.95,34.207,25.469,29.51,0.0378,0.0423,1370.26,4404.173,1.0372
2012-04-20,35.5,50.94,13.49,15.6,20.05,28.91,25.19,28.05,3.38,1.65,28.92,66.63,34.473,25.627,29.47,0.0378,0.0417,1378.53,4444.423,1.0381
2012-04-27,34.89,51.59,13.72,15.6,20.39,28.16,25.15,25.71,3.51,1.61,29.27,65.43,33.883,25.518,30.16,0.036,0.0409,1403.36,4433.409,1.0472
2012-05-04,36.03,52.62,13.65,15.6,19.96,27.25,25.14,25.65,3.61,1.605,28.81,64.91,34.837,26.637,30.6,0.035,0.0386,1369.1,4459.387,1.0173
2012-05-11,34.37,51.8,13.08,15.6,18.84,26.67,24.55,25.75,3.6,1.51,28.35,61.07,32.958,26.528,30.78,0.0324,0.0382,1353.39,4342.686,1.002
2012-05-18,31.46,49.4,12.46,15.6,16.8,25.06,23.32,25.03,3.52,1.43,25.85,55.2,30.497,26.419,29.55,0.0304,0.0359,1295.22,4098.842,0.9843
2012-05-25,31.61,48.72,12.35,15.6,17.45,24.67,23.3,24.75,3.53,1.455,25.83,55.93,30.507,26.429,29,0.0311,0.0354,1317.82,4081.184,0.9757
2012-06-01,31.73,49.69,12.34,15.6,17.6,25.26,22.47,24.11,3.64,1.465,26.84,55.53,31.452,26.37,29.1,0.0279,0.0335,1278.04,4116.92,0.9699
2012-06-08,31.91,50.47,12.4,15.6,16.91,25.24,22.16,24.57,3.64,0.97,26.3,55.59,32.131,26.251,28.99,0.0298,0.0353,1325.66,4111.152,0.9913
2012-06-15,31.84,50.89,12.78,15.6,16.51,25.38,22.12,24.43,3.62,1.155,25.47,54.5,31.836,26.231,29,0.0294,0.0348,1342.84,4107.007,1.0084
2012-06-22,31.52,51.69,12.69,15.6,16.69,24.17,23.17,23.05,3.6,1.12,25.57,56.02,30.861,26.122,29.5,0.0301,0.035,1335.02,4093.802,1.0063
2012-06-29,31.45,53.1,13.38,15.6,16.27,25.1,23.54,22.61,3.69,1.075,26,56.5,30.527,26.538,29.9,0.0299,0.0353,1362.16,4135.46,1.0244
2012-07-06,32.09,54.09,13.48,15.6,16.48,24.99,23.78,24.13,3.74,1.095,26.16,57.8,31.107,26.707,30.36,0.0296,0.0358,1354.68,4198.979,1.0211
2012-07-13,30.48,53.77,13.42,15.6,16.08,24.33,23.6,21.15,3.84,1.055,25.35,54.08,29.818,26.677,30.77,0.0275,0.0349,1356.78,4118.326,1.0229
2012-07-20,31.36,55.12,13.92,15.6,16.22,25.65,23.99,21.83,3.95,1.065,24.7,53.39,32.269,27.35,32.04,0.0278,0.0352,1362.66,4230.559,1.0382
2012-07-27,31.42,56.18,13.84,15.6,16.64,25.78,24.25,23.14,3.96,1.09,24.92,52,32.564,28.42,32.56,0.0286,0.0358,1385.97,4234.392,1.0485
2012-08-03,31.3,55.98,14.15,15.6,16,24.98,24.99,23.08,4.02,1.095,24.76,52.01,33.391,28.37,32.06,0.0299,0.0358,1390.99,4243.025,1.0568
2012-08-10,32.69,55.94,14.38,15.6,17.11,26.58,25.18,24.33,3.76,1.14,25.96,56.45,33.725,27.835,32.27,0.0313,0.0363,1405.87,4302.821,1.0577
2012-08-17,33,57.35,13.05,15.6,17.7,26.21,24.63,25.2,3.9,1.165,26.54,55.35,34.355,28.618,34.67,0.0337,0.0363,1418.16,4393.815,1.0418
2012-08-24,33.09,54.9,13.15,15.6,16.96,26.48,25.14,27.2,3.73,1.16,26.13,51.8,34.739,28.717,33.91,0.0317,0.0361,1411.13,4376.471,1.0405
2012-08-31,31.79,54.74,13.03,15.6,15.99,26.52,25.21,24.65,3.85,1.15,26.86,49.24,33.755,29.331,34.52,0.0302,0.0357,1406.58,4339.021,1.0322
2012-09-07,31.98,54.6,12.39,15.6,15.17,25.5,25.06,25.84,3.81,1.26,27.81,52.38,34.247,29.964,35.06,0.0311,0.0359,1437.92,4348.752,1.0388
2012-09-14,33.31,55.28,13.1,15.6,15.73,27.3,25.41,28.36,3.82,1.24,28.96,56.58,34.306,28.578,34.55,0.032,0.0353,1465.77,4410.22,1.0551
2012-09-21,33.7,55.15,13.18,15.6,16.55,27.6,25.4,28.9,3.87,1.265,29.06,56.33,33.607,28.984,34.75,0.0316,0.034,1460.15,4430.754,1.0455
2012-09-28,33.04,55.77,12.95,15.6,16.62,28.29,25.49,29.14,3.92,1.22,28.46,53.36,32.613,28.479,34.26,0.0292,0.0336,1440.67,4406.339,1.0382
2012-10-05,33.32,56.85,13.57,15.6,17.24,27.49,26.31,29.12,3.95,1.25,29.65,54.9,32.613,29.341,34.55,0.0297,0.0321,1460.93,4513.822,1.0186
2012-10-12,33.54,56.85,13.52,15.6,17.2,26.68,26.2,27.84,3.93,1.315,29.01,56.4,33.666,28.786,34.69,0.0295,0.032,1428.59,4510.098,1.0233
2012-10-19,35,56.84,14.29,15.6,19.12,27.4,26.22,27.51,4.07,1.34,31.31,59.15,35.408,29.172,35.12,0.031,0.0313,1433.19,4593.466,1.0333
2012-10-26,33.86,56.85,13.28,15.6,18.22,24.67,25.9,26.16,4.08,1.345,30.85,56.45,33.755,28.756,34.32,0.0312,0.0318,1411.94,4496.255,1.0374
2012-11-02,34.42,57.37,12.91,15.6,17.39,24.83,24.87,26.2,4.09,1.295,30.66,57.38,33.469,28.449,34.01,0.0309,0.0313,1414.2,4483.336,1.0339
2012-11-09,34.46,58.82,12.87,15.6,17.27,25.06,23.81,26.48,4.11,1.265,31.16,58.69,33.666,28.509,34.3,0.0303,0.0325,1379.85,4482.461,1.0386
2012-11-16,32.93,58.28,10.91,15.6,16.4,24.06,23.2,24.57,4.12,1.255,30.5,56.9,32.682,27.835,34.01,0.0296,0.0324,1359.88,4360.139,1.0343
2012-11-23,33.75,58.95,10.76,15.6,16.88,24.55,23.63,25.35,4.27,1.275,31.07,57.18,33.105,28.38,34.93,0.0322,0.0327,1409.15,4431.523,1.0459
2012-11-30,34.39,59.69,10.94,15.6,17.23,24.56,24.3,25.65,4.31,1.325,32.76,58.75,33.263,29.28,35.55,0.0309,0.0317,1416.18,4518.026,1.0426
2012-12-07,34.74,60.88,10.5,15.6,16.88,23.05,24.5,24.34,4.36,1.345,33.73,60.17,33.676,29.64,36.2,0.0306,0.0309,1418.07,4555.85,1.0487
2012-12-14,36.07,61.66,10.47,15.6,16.82,23,24.6,23.85,4.25,1.395,33.33,63,33.774,29.48,35.93,0.033,0.0308,1413.58,4595.055,1.0567
2012-12-21,36.7,62,10.55,15.6,17.84,23.49,24.94,22.47,4.34,1.46,34.86,64.74,33.213,29.44,36.6,0.0327,0.0313,1430.15,4635.219,1.0404
2012-12-28,37.4,62.25,10.89,15.6,17.89,23.84,25.02,22.51,4.39,1.48,35.5,66.53,33.646,29.46,36.89,0.0326,0.031,1402.43,4685.269,1.0374
2013-01-04,37.91,63.25,11.57,15.6,19,24.01,25.31,22.84,4.48,1.55,35.72,68.55,34.01,29.55,36.86,0.0338,0.0301,1466.47,4742.865,1.0479
2013-01-11,36.68,61.38,11.81,15.6,18.65,23.95,25.57,21.75,4.48,1.53,35.95,65.8,34.119,30.19,37.59,0.034,0.0305,1472.05,4733.773,1.0541
2013-01-18,36.5,62.46,11.75,15.6,19.08,24,26.35,23,4.48,1.52,36.56,66.35,34.739,30.88,37.69,0.0335,0.0301,1485.98,4794.653,1.0509
2013-01-25,37.1,63.59,11.59,15.6,20,24.32,27.24,23.62,4.58,1.525,37.99,66.06,35.182,31.61,37.95,0.0325,0.0298,1502.96,4858.876,1.0421
2013-02-01,37.92,65.05,11.95,15.6,20.98,25.33,28,23.63,4.65,1.54,39.29,67.2,35.083,31.41,37.8,0.0345,0.0296,1513.17,4941.925,1.0407
2013-02-08,37.95,64.83,12.32,15.6,20.3,25.53,29.02,24.52,4.62,1.585,37.78,69.6,35.231,32.75,38.63,0.0341,0.0295,1517.93,4989.399,1.0317
2013-02-15,38.59,67.03,13.55,15.6,22.68,26.64,29.51,23.1,4.63,1.625,37.8,70.15,36.313,32.9,39.55,0.0346,0.029,1519.79,5054.575,1.0308
2013-02-22,36.87,65.55,13.18,15.6,23.16,26.75,29.82,21.68,4.56,1.635,38.56,66.72,37.101,34.27,39.81,0.0347,0.0296,1515.6,5036.713,1.0321
2013-03-01,36.84,67.85,13.67,15.6,22.96,26.19,30.4,22.25,4.53,1.62,37.15,66.08,36.559,34.83,41.6,0.0327,0.0296,1518.2,5100.876,1.0203
2013-03-08,36.09,69.83,13.76,15.6,22.04,25.49,31.1,21.88,4.48,1.675,38.79,64.36,36.549,35.37,42.63,0.0349,0.0303,1551.18,5137.453,1.0236
2013-03-15,35.55,70.18,13.61,15.6,22.14,25.74,31.3,21.99,4.51,1.735,38.35,61.3,36.579,36.05,43.12,0.0359,0.0305,1560.7,5129.332,1.0409
2013-03-22,33.43,68.63,13.07,15.6,20.2,24.51,30.63,22.3,4.53,1.7,35.45,57.92,36.353,34.03,40.63,0.0351,0.0308,1556.89,4980.784,1.0447
2013-03-29,32.76,68.01,13.51,15.6,20.54,24.69,30.84,20.05,4.51,1.785,37.15,57.2,35.25,33.79,40.2,0.0336,0.0304,1569.19,4979.868,1.0417
2013-04-05,32.24,66.93,13.72,15.6,19.68,24,30.57,18.8,4.53,1.76,36.63,55.6,34.237,33.79,39.86,0.0327,0.0307,1553.28,4899.245,1.0387
2013-04-12,33.35,68.06,13.2,15.6,19.52,24.62,31.62,19.53,4.61,1.785,38.17,56.9,35.821,34.78,40.67,0.0326,0.0305,1588.85,5016.015,1.0509
2013-04-19,31.4,68.78,13,15.6,19.21,22.66,31.45,16.65,4.76,1.75,35.98,54.32,33.558,35.49,41.76,0.0316,0.0298,1555.25,4922.955,1.0277
2013-04-26,32.58,70.84,13.17,15.6,20.01,23.37,32.63,17.05,4.92,1.805,37.98,55.8,37.839,36.4,42.94,0.0312,0.0295,1582.24,5082.653,1.0282
2013-05-03,31.97,71.06,13.18,15.6,19.01,22.5,33.74,16.02,5.09,1.775,43.11,54.49,36.59,35.59,42.71,0.0299,0.0286,1614.42,5105.386,1.0316
2013-05-10,34.75,70.57,14.56,15.6,20.11,23.93,32.47,17.4,5.01,1.82,45.97,58.45,37.24,34.7,42.33,0.0318,0.0282,1633.7,5191.089,1.0024
2013-05-17,34.41,73.21,15.4,15.6,18.01,19.5,33.09,14.68,5.08,1.645,44.55,55.29,38.29,34.4,42.93,0.0311,0.0279,1667.47,5159.776,0.9736
2013-05-24,34.36,68.77,15.65,15.6,18.1,19.97,31.29,15.12,4.87,1.56,42.56,54.51,37,33.46,41,0.0326,0.028,1649.6,4964.265,0.9651
2013-05-31,34.88,66.86,16.01,15.6,17.59,20.71,29,14.51,4.74,1.595,43.17,55.18,35.99,33,39.24,0.033,0.0278,1630.74,4914.034,0.9577
2013-06-07,33.09,65.02,14.69,15.6,16.32,19.12,28.35,12.35,4.63,1.445,40.33,53.2,34.93,32,37.81,0.0319,0.0279,1643.38,4729.346,0.9497
2013-06-14,32.91,67.1,14.8,15.6,16.11,19.66,29.38,11.57,4.65,1.365,41.55,53.98,34.89,32.08,38.35,0.033,0.0278,1626.73,4775.528,0.9571
2013-06-21,32.45,66.06,15.81,15.6,15.12,20.18,28.98,10.35,4.55,1.315,41.82,52.66,35.5,31.99,38.22,0.0369,0.0282,1592.43,4723.766,0.9217
2013-06-28,31.37,69.18,15.09,15.6,15.45,19.49,29.68,9.87,4.77,1.35,41.87,52.37,35.01,32.81,39.6,0.0368,0.0279,1606.28,4775.412,0.9137
2013-07-05,31.6,68.99,16.57,15.6,16.73,20.15,29.17,10.73,4.76,1.315,41.96,52.7,35.89,32.69,39.22,0.0374,0.0283,1631.89,4826.423,0.9068
2013-07-12,33.31,70.97,16.71,15.6,18.14,21.5,29.94,12.09,4.83,1.4,44.74,54.74,37.48,33.99,39.09,0.0365,0.0275,1680.19,4957.498,0.905
2013-07-19,33.86,71.46,16.15,15.6,17.2,21.99,30.34,11.12,4.91,1.325,44.06,56.23,37.73,33.3,38.95,0.036,0.0272,1692.09,4959.388,0.9179
2013-07-26,34.6,73.65,16.35,15.6,16.48,21.91,31,12.41,4.92,1.295,43.01,57.24,37.78,33.61,40.34,0.0369,0.0273,1691.65,5023.849,0.9268
